source_case_id,modality,generated_zero_fraction,reference_zero_fraction,generated_largest_zero_component_fraction,reference_largest_zero_component_fraction,generated_boundary_gradient,reference_boundary_gradient,boundary_gradient_ratio,generated_laplacian,reference_laplacian,laplacian_ratio,generated_z_gradient,reference_z_gradient,z_gradient_ratio,generated_repeated_adjacent_z_slices,reference_repeated_adjacent_z_slices,generated_extreme_zscore_fraction,support_size_x,support_size_y,support_size_z,artifact_flag_count,artifact_flags
BraTS-MET-00699-000,t2f,0.0,0.18297940797940798,0.0,0.18297940797940798,13.711166385600396,9.180368320433185,1.4935311860072975,0.6517066359519958,0.5755771398544312,1.1322663650554616,0.22468041718006135,0.20750230103731154,1.082785183860014,0,0,0.0,37,35,24,0,
BraTS-MET-00787-000,t1c,0.0,0.0,0.0,0.0,11.631465315281222,16.275197308078678,0.7146743044096675,0.938268780708313,1.0055549144744873,0.9330855701686479,0.33110473231942045,0.3898608141085681,0.849289593457871,0,0,8.281573498964803e-05,76,66,91,1,large_tiled_support
BraTS-MET-00787-000,t1n,0.0,0.0,0.0,0.0,13.083729589708504,16.48838369710382,0.7935119554505914,0.7763707637786865,0.9055680632591248,0.8573301061264691,0.2929706830604404,0.3764629495494506,0.7782191671479666,0,0,0.0,76,66,91,1,large_tiled_support
BraTS-MET-00787-000,t2w,0.0,0.0,0.0,0.0,13.240605389531275,15.150333374638116,0.8739481212800404,0.6659498810768127,1.1187207698822021,0.5952780166465804,0.27806222365767347,0.25294839269390296,1.0992844061838383,0,0,0.0,76,66,91,1,large_tiled_support
BraTS-MET-00787-000,t2f,8.281573498964803e-05,0.0,8.281573498964803e-05,0.0,12.637593487521432,14.905575361036293,0.8478433862108103,0.7892317175865173,1.3797928094863892,0.571992919632839,0.2390306657728027,0.2730230653987211,0.8754962348097728,0,0,0.0,76,66,91,1,large_tiled_support
BraTS-MET-00791-000,t1c,0.0,0.13125433125433125,0.0,0.13125433125433125,10.693258731939842,11.782732352715188,0.9075364195534587,0.8770791292190552,0.9741659760475159,0.9003384954765397,0.31866828261352165,0.34284870944372037,0.9294720202697219,0,0,3.465003465003465e-05,39,37,40,0,
BraTS-MET-00791-000,t1n,0.0,0.13125433125433125,0.0,0.13125433125433125,13.492142347651097,12.452958937871834,1.0834487140738018,0.656431257724762,0.6297069787979126,1.0424392293981957,0.21749254079853617,0.17705391111170374,1.2283972685659545,0,0,0.0,39,37,40,0,
BraTS-MET-00791-000,t2w,0.0,0.13125433125433125,0.0,0.13125433125433125,10.897012954173011,10.050552164263282,1.084220327010439,0.4443148374557495,0.6549946665763855,0.6783487868354017,0.18632242047205205,0.15201110447325358,1.2257158522575933,0,0,0.0,39,37,40,0,
BraTS-MET-00791-000,t2f,0.0,0.13125433125433125,0.0,0.13125433125433125,11.737253963022328,8.217991406309277,1.428238773042665,0.5804955363273621,0.5069855451583862,1.1449942545127412,0.18346278823730422,0.13498574131872595,1.3591271673955185,0,0,0.0,39,37,40,0,
BraTS-MET-00796-000,t1c,0.0,0.043037974683544304,0.0,0.043037974683544304,12.88678065821245,13.46766738437099,0.9568680522335553,0.8953771591186523,0.9114174246788025,0.9824007473131173,0.32106536099543936,0.25903430168445296,1.2394704442910058,0,0,0.0,86,76,91,1,large_tiled_support
BraTS-MET-00796-000,t1n,0.0,0.043037974683544304,0.0,0.043037974683544304,17.595313311648873,15.10854839732785,1.164593238802534,0.8593857884407043,0.7666910290718079,1.1209023659519235,0.3146715386555745,0.24362285538361622,1.2916338992911105,0,0,0.0,86,76,91,1,large_tiled_support
BraTS-MET-00796-000,t2w,0.0,0.043037974683544304,0.0,0.043037974683544304,10.03402627656538,14.486461504015846,0.6926485307529247,0.47442200779914856,1.0501629114151,0.45176039130906115,0.19836197541310238,0.2508365396123666,0.790801753682472,0,0,0.0,86,76,91,1,large_tiled_support
BraTS-MET-00796-000,t2f,0.0,0.043037974683544304,0.0,0.043037974683544304,15.410929697857041,13.159593238117248,1.1710794869569916,0.8790746331214905,0.9437731504440308,0.9314469612829094,0.28131885792200384,0.22926668043319995,1.2270376898660162,0,0,0.0,86,76,91,1,large_tiled_support
BraTS-MET-00799-000,t1c,0.0,0.1403445728773632,0.0,0.13811862410413048,9.716732052584366,12.800319800049072,0.7591007259480435,0.7729768753051758,0.7834843993186951,0.9865887259240178,0.28167152346836194,0.2325178121527036,1.2113976166409874,0,0,1.9963666127647682e-05,81,124,123,1,large_tiled_support
BraTS-MET-00799-000,t1n,0.0,0.1403445728773632,0.0,0.13811862410413048,11.054126178618239,13.613363914410161,0.812005485794522,0.6880816221237183,0.5591004490852356,1.230694096650277,0.2561316643324163,0.2219441889060868,1.1540363620008791,0,0,0.0,81,124,123,1,large_tiled_support
BraTS-MET-00799-000,t2w,0.0,0.1403495637938951,0.0,0.13811862410413048,9.250357919391202,13.088372711382602,0.7067614991851827,0.47514134645462036,0.7439402341842651,0.6386821475996868,0.2141951107316547,0.22369362264871598,0.9575378510813536,0,0,0.0,81,124,123,1,large_tiled_support
BraTS-MET-00799-000,t2f,0.0,0.1403495637938951,0.0,0.13811862410413048,11.500534702954665,11.043583627919402,1.0413770647672773,0.6599230170249939,0.5781603455543518,1.1414186775335593,0.24254466568430263,0.21127422319518196,1.1480087916841233,0,0,0.0008833922261484099,81,124,123,1,large_tiled_support
