source_case_id,modality,case_seed,support_voxels,tumour_voxels,support_voxel_count,support_mse,support_mae,support_psnr,support_ssim,support_contrast_reference,support_contrast_generated,support_contrast_abs_error,tumour_voxel_count,tumour_mse,tumour_mae,tumour_psnr,tumour_ssim,tumour_contrast_reference,tumour_contrast_generated,tumour_contrast_abs_error
BraTS-MET-01181-001,t2w,324627711,565779,104617,565779,1.3221688663652817,0.8564565393558045,14.350155743263626,0.672528284119131,-0.02585688605904579,0.1085781678557396,0.13443505391478539,104617,1.658624886856543,1.0157890787283421,13.36554323295456,0.8981898876725692,0.895198829472065,0.637264845208847,0.257933984263218
BraTS-MET-01181-001,t2f,1199335416,565779,104617,565779,1.8095152937176424,0.9096656905310295,12.98740242723947,0.6815664255048298,-0.03860893100500107,0.38449573516845703,0.4231046661734581,104617,5.139188119414896,1.5957501091601534,8.454079854894864,0.9171859501312968,1.132158316206187,2.1869974523142446,1.0548391361080576
BraTS-MET-01191-003,t1c,725161600,237276,34805,237276,1.5000623835310911,0.8835973512769828,13.801931802049738,0.0428135606858653,-0.05192909389734268,0.09993809461593628,0.15186718851327896,34805,2.8655018416311635,1.130645228791891,10.991018088564381,0.6540204251321954,0.2863466537964996,0.7155204420214432,0.42917378822494356
BraTS-MET-01191-003,t1n,2050031924,237276,34805,237276,1.547902469896628,0.9553404936836902,13.66558907547088,0.06113965780446563,0.035426586866378784,0.00938613060861826,0.026040456257760525,34805,1.1646888618469449,0.8316468724366538,14.900925785213717,0.617337769497551,0.2480426212518978,0.045562199312371376,0.20248042193952642
BraTS-MET-01191-003,t2w,2076507503,237276,34805,237276,1.7165731950801684,0.960561990625269,13.216401741930037,0.06746450443672136,0.07445365190505981,0.09246804565191269,0.018014393746852875,34805,1.825719909072279,1.0126889370428822,12.948683492966357,0.6168159202053626,0.47054883351302124,0.4635971850948408,0.006951648418180412
BraTS-MET-01191-003,t2f,1489698928,237276,34805,237276,1.7124856182149346,0.9855030985593393,13.226755678764714,0.09396289200619119,-0.01736587844789028,0.3967728316783905,0.4141387101262808,34805,1.5924965946502003,0.9545431720528679,13.542239884419766,0.7558629784526716,0.9558340163202956,1.6838674077298492,0.7280333914095536
BraTS-MET-01250-001,t1c,1773308418,1573,32,1573,1.5007989923139717,0.9572815344858683,13.799799713318638,0.0905815200644565,-8.730394540634734e-08,0.149434432387352,0.1494345196912974,32,1.245404013780706,0.874699987936765,14.609922397030854,0.31895998439618517,0.2501986726330756,0.5629076146014995,0.3127089419684239
BraTS-MET-01250-001,t1n,1119041996,1573,32,1573,1.7743741466035023,1.05083259352868,13.072572997739897,0.09838077348298242,9.700437786364091e-09,-0.03683677315711975,0.03683678285755754,32,0.1806421339634181,0.34878576966002584,22.99483445744283,0.7072494370596749,0.08359074965768798,0.24342809238783047,0.1598373427301425
BraTS-MET-01250-001,t2w,1442586512,1573,32,1573,3.5675343883062713,1.552825546494197,10.039343326933775,0.20712820581501523,-1.9400875572728182e-08,1.3260685205459595,1.326068539946835,32,2.469249988292586,1.5152675108984113,11.637374403857583,0.038469490029716065,-0.033363957595955895,1.4818098636969808,1.5151738212929367
BraTS-MET-01250-001,t2f,960650618,1573,32,1573,1.4866872834580371,0.9006091398426029,13.840828741089046,0.22947957161897067,9.215415985863729e-08,0.5136648416519165,0.5136647494977566,32,0.7942042508052183,0.7640278341423254,16.563702935666083,0.23588884515421732,0.03518230426280056,0.5144994058064185,0.47931710154361795
