subject,modality,whole_SSIM,whole_MSE,tumor_SSIM,tumor_MSE,healthy_SSIM,healthy_MSE,KL
BraTS-MET-00292-000,t1n,0.220392107963562,0.0018572788685560226,0.8031372427940369,0.00069483055267483,0.4509108066558838,0.0015691464068368077,0.22904670238494873
BraTS-MET-00292-000,t1c,0.1266319751739502,0.004478325601667166,0.32019925117492676,0.011106828227639198,0.22337180376052856,0.021770402789115906,0.21319794654846191
BraTS-MET-00292-000,t2w,0.19417691230773926,0.002769150771200657,0.6691861748695374,0.0036884990986436605,0.3917655348777771,0.0076651847921311855,0.24226784706115723
BraTS-MET-00292-000,t2f,0.22301900386810303,0.0018125770147889853,0.8096135854721069,0.0012805672595277429,0.4575556516647339,0.0009914489928632975,0.23176895081996918
BraTS-MET-00299-000,t1n,0.22057223320007324,0.0017667919164523482,0.7119990587234497,0.000564524729270488,0.47542905807495117,0.0008457771618850529,0.22395168244838715
BraTS-MET-00299-000,t1c,0.18021684885025024,0.003995459992438555,0.5292255878448486,0.01876164972782135,0.3796194791793823,0.014818521216511726,0.22105221450328827
BraTS-MET-00299-000,t2w,0.23056459426879883,0.002280259970575571,0.7204505801200867,0.0017594224773347378,0.5012558102607727,0.0038484467659145594,0.2672306001186371
BraTS-MET-00299-000,t2f,0.21716880798339844,0.0018496193224564195,0.6870401501655579,0.001151709700934589,0.46584200859069824,0.0014174696989357471,0.2418047934770584
BraTS-MET-00300-000,t1n,0.23535865545272827,0.0016357656568288803,0.8337575197219849,0.0002993300440721214,0.49880266189575195,0.0006025115144439042,0.21518969535827637
BraTS-MET-00300-000,t1c,0.1584354043006897,0.004624773282557726,0.44380640983581543,0.014929912984371185,0.31811487674713135,0.020289506763219833,0.207254096865654
BraTS-MET-00300-000,t2w,0.19024121761322021,0.0025849435478448868,0.6930814385414124,0.002220726339146495,0.3986184597015381,0.0057725147344172,0.2358875274658203
BraTS-MET-00300-000,t2f,0.22617417573928833,0.0019537825137376785,0.8133559823036194,0.0013336024712771177,0.4852646589279175,0.0010130142327398062,0.24620719254016876
BraTS-MET-00380-000,t1n,0.2114827036857605,0.0017373461741954088,0.743813693523407,0.0006583068752661347,0.48837339878082275,0.0012370484182611108,0.2174585610628128
BraTS-MET-00380-000,t1c,0.21011298894882202,0.002312395256012678,0.7421751022338867,0.004192681517452002,0.4872938394546509,0.006020804401487112,0.2106311321258545
BraTS-MET-00380-000,t2w,0.22235631942749023,0.0018671996658667922,0.77730792760849,0.0011462573893368244,0.517828106880188,0.0021999143064022064,0.2294924557209015
BraTS-MET-00380-000,t2f,0.20747387409210205,0.0018041437724605203,0.7384291887283325,0.001595916342921555,0.4821486473083496,0.001239657518453896,0.22000649571418762
BraTS-MET-00532-000,t1n,0.14871913194656372,0.004019501153379679,0.383663535118103,0.02381155826151371,0.32650840282440186,0.019797872751951218,0.19645680487155914
BraTS-MET-00532-000,t1c,0.10931706428527832,0.0050310189835727215,0.33857107162475586,0.018721098080277443,0.2169628143310547,0.02797858603298664,0.19973650574684143
BraTS-MET-00532-000,t2w,0.19416677951812744,0.002785246353596449,0.7562340497970581,0.006246499251574278,0.4568176865577698,0.008478137664496899,0.21959231793880463
BraTS-MET-00532-000,t2f,0.1939970850944519,0.0021661308128386736,0.7933617830276489,0.0026300239842385054,0.4568476676940918,0.003545452142134309,0.21718178689479828
BraTS-MET-00552-000,t1n,0.21512854099273682,0.002374440897256136,0.7545244693756104,0.00646943086758256,0.5034748315811157,0.004445388913154602,0.2257399559020996
BraTS-MET-00552-000,t1c,0.126806378364563,0.004797489382326603,0.34487390518188477,0.02254815585911274,0.25468337535858154,0.0234823077917099,0.22637081146240234
BraTS-MET-00552-000,t2w,0.21932929754257202,0.002914102515205741,0.7412704825401306,0.0030621406622231007,0.5133267045021057,0.008040419779717922,0.2505914866924286
BraTS-MET-00552-000,t2f,0.2099299430847168,0.0020360129419714212,0.705562174320221,0.0015400743577629328,0.4847980737686157,0.0025819484144449234,0.23776212334632874
BraTS-MET-00572-000,t1n,0.19001686573028564,0.002657256554812193,0.7916781902313232,0.005396019667387009,0.44937950372695923,0.00709783099591732,0.21092382073402405
BraTS-MET-00572-000,t1c,0.11411279439926147,0.004869847092777491,0.04627186059951782,0.0434480644762516,0.2253667116165161,0.025840982794761658,0.21482811868190765
BraTS-MET-00572-000,t2w,0.20267021656036377,0.003489821683615446,0.7286867499351501,0.022293809801340103,0.4723306894302368,0.015260117128491402,0.22828309237957
BraTS-MET-00572-000,t2f,0.19752055406570435,0.002531308215111494,0.8645122051239014,0.002281668595969677,0.4741649031639099,0.005509005859494209,0.20243172347545624
