blind_code,event_id,core_volume_bin,montage_path,artifact_path,evidence_sha256,review_decision,reviewer,reviewed_at_utc,notes
4a3b96b9c148e8b1,ea9534b425f838b0c4e4032a,27_49,montages/4a3b96b9c148e8b1.png,artifacts/4a3b96b9c148e8b1.npz,ca656161e31aa3dd95a1713a065d2cd60b536a0097984c1855390646eac7585f,pending,,,
4afaf16f5862c829,40b34573cbc1d6f8d5a7df45,27_49,montages/4afaf16f5862c829.png,artifacts/4afaf16f5862c829.npz,89ff398c8ea3ce8db5ddce68decded3b056f8eaf7fd61ebbf6030b5bfcfd0b59,pending,,,
4b4ba4d7ff45208a,8e1ab8dc7ead78cee7d8c3c7,50_275,montages/4b4ba4d7ff45208a.png,artifacts/4b4ba4d7ff45208a.npz,bc8fd9e12f0a4062cbcca058649463efa3283aeb97218f58b3887a501eb36377,pending,,,
4c0f9d432667e25f,1e595ee72419bd3a39dd8614,gt_275,montages/4c0f9d432667e25f.png,artifacts/4c0f9d432667e25f.npz,a42468ba44a3cc0a051ebedcd9a3654bc4578ca17b804e46f05472a9ff149383,pending,,,
4cb124f6f46176b0,08bf1415eec661d21df7f652,27_49,montages/4cb124f6f46176b0.png,artifacts/4cb124f6f46176b0.npz,16dc6efe063ea9d0525db6769c4be63d8e343d029acae0669724aaf34ebf82fb,pending,,,
4cbaeba471a4d189,b2a8c88f88dbb32b1e595b13,gt_275,montages/4cbaeba471a4d189.png,artifacts/4cbaeba471a4d189.npz,9918d72994f5634d7184b594d08c3178be399b33d9aa95d7a8215c74adbf40db,pending,,,
4cf38996b85e6064,a68f8e287729dedfb357d230,50_275,montages/4cf38996b85e6064.png,artifacts/4cf38996b85e6064.npz,8f1c83f77d31068dcc3c698214cdac3cabb212ad6ce81242e6b51ba89612c377,pending,,,
4d93485fafb1b760,a2fe69a51f432024bbf94e3a,27_49,montages/4d93485fafb1b760.png,artifacts/4d93485fafb1b760.npz,6215a44764555c67a8e7c1aef64b53a00b735715f2a70ec70a65aacdde0ed5fc,pending,,,
4e1486dd36db519e,60373d8f78579c740fde01d2,27_49,montages/4e1486dd36db519e.png,artifacts/4e1486dd36db519e.npz,86e534936cd7769f715aa0d6b7468a6a8f833744ebfecbd43f8ff3c1ee2274d0,pending,,,
4f08f0f88bfe15ff,40e7f588f85f3305a49452f2,gt_275,montages/4f08f0f88bfe15ff.png,artifacts/4f08f0f88bfe15ff.npz,81cf3cd06466d54e1912750faa224d3db996a4bf965bd491c9ba161b9a9ecdf0,pending,,,
4f99aff4ca5b5363,213f224f8fa7e4b74b8afbed,gt_275,montages/4f99aff4ca5b5363.png,artifacts/4f99aff4ca5b5363.npz,0ad6a98ae93c08ff499b2c40604b031afa2e1446f5c8e8a7b0131c0e348b3c19,pending,,,
